"","cod_mun","tot_vacinado","F","M","I","dose1_F","dose2_F","reforco_F","dose1_M","dose2_M","reforco_M","dose1_I","dose2_I","reforco_I"
"1840","290050",25670,12972,12698,0,4737,4417,3818,4780,4462,3456,0,0,0
"1841","290060",9870,4978,4892,0,2006,1785,1187,2133,1768,991,0,0,0
"1842","290070",320511,176521,143990,0,75319,65681,35521,65087,53720,25183,0,0,0
"1843","290080",31950,16537,15413,0,8351,6153,2033,8145,5585,1683,0,0,0
"1844","290090",13785,7265,6520,0,2895,2551,1819,2809,2281,1430,0,0,0
"1845","290100",93092,50577,42515,0,19677,18212,12688,17930,15799,8786,0,0,0
"1846","290110",48108,26181,21927,0,11359,9599,5223,9992,8083,3852,0,0,0
"1847","290115",36374,19037,17337,0,7075,6537,5425,6960,6045,4332,0,0,0
"1848","290120",40257,20243,20014,0,9536,6908,3799,9596,6823,3595,0,0,0
"1849","290130",27469,14245,13224,0,6057,5225,2963,5967,4905,2352,0,0,0
"1850","290135",40454,20535,19919,0,7950,7295,5290,7995,7161,4763,0,0,0
"1851","290140",33339,16499,16840,0,6308,5749,4442,6872,6013,3955,0,0,0
"1852","290150",23045,12387,10658,0,4899,4364,3124,4487,3889,2282,0,0,0
"1853","290160",26977,14345,12632,0,5782,4969,3594,5383,4517,2732,0,0,0
"1854","290170",26961,14048,12913,0,5606,4930,3512,5487,4673,2753,0,0,0
"1855","290180",21201,11251,9950,0,4703,4091,2457,4401,3670,1879,0,0,0
"1856","290190",28372,14696,13676,0,6374,4447,3875,6327,4126,3223,0,0,0
"1857","290195",15049,7777,7272,0,3357,2804,1616,3425,2606,1241,0,0,0
"1858","290200",26724,13389,13335,0,5503,4341,3545,5719,4435,3181,0,0,0
"1859","290205",25552,13298,12254,0,5725,4884,2689,5547,4579,2128,0,0,0
"1860","290210",101881,54110,47771,0,23551,19196,11363,22476,17118,8177,0,0,0
"1861","290220",21225,11158,10067,0,4607,4015,2536,4386,3684,1997,0,0,0
"1862","290225",12095,6168,5926,1,3019,2236,913,3111,2108,707,0,0,1
"1863","290230",17433,9115,8318,0,3937,3280,1898,3839,3070,1409,0,0,0
"1864","290240",20960,10985,9975,0,4843,4091,2051,4701,3606,1668,0,0,0
"1865","290250",26335,13021,13314,0,5587,4795,2639,5923,4981,2410,0,0,0
"1866","290260",35433,18527,16906,0,8005,6534,3988,7718,6141,3047,0,0,0
"1867","290265",31326,15940,15386,0,6146,5493,4301,6141,5369,3876,0,0,0
"1868","290270",94920,48144,46776,0,21217,17639,9288,21801,17421,7554,0,0,0
"1869","290280",59385,30232,29153,0,12274,11276,6682,12295,11024,5834,0,0,0
"1870","290290",41980,21498,20482,0,13148,6572,1778,12816,5996,1670,0,0,0
"1871","290300",32980,17156,15824,0,6338,5835,4983,6166,5545,4113,0,0,0
"1872","290310",10378,5334,5044,0,2437,1964,933,2437,1843,764,0,0,0
"1873","290320",280290,148709,131580,1,67360,56502,24847,62433,49997,19150,0,0,1
"1874","290323",30012,15491,14521,0,6065,5490,3936,6009,5245,3267,0,0,0
"1875","290327",39645,20772,18873,0,7987,7171,5614,7572,6589,4712,0,0,0
"1876","290330",12776,6608,6168,0,2950,2338,1320,2892,2179,1097,0,0,0
"1877","290340",34546,17793,16753,0,7621,6182,3990,7569,5839,3345,0,0,0
"1878","290350",47336,24599,22737,0,9512,8575,6512,9379,8060,5298,0,0,0
"1879","290360",31569,16549,15020,0,6508,5933,4108,6397,5530,3093,0,0,0
"1880","290370",28031,14272,13759,0,6057,4842,3373,6221,4697,2841,0,0,0
"1881","290380",32971,16757,16214,0,7653,6043,3061,7787,5893,2534,0,0,0
"1882","290390",124636,66883,57753,0,30294,25387,11202,27769,21826,8158,0,0,0
"1883","290395",21737,11114,10623,0,4529,3991,2594,4555,3934,2134,0,0,0
"1884","290400",32279,16934,15345,0,6731,6113,4090,6384,5667,3294,0,0,0
"1885","290405",30472,15689,14782,1,7031,5802,2856,6952,5491,2339,1,0,0
"1886","290410",36543,18785,17758,0,8490,7279,3016,8152,6866,2740,0,0,0
"1887","290420",22328,11354,10974,0,4758,3724,2872,4821,3726,2427,0,0,0
"1888","290430",27133,14162,12971,0,6191,4936,3035,6046,4585,2340,0,0,0
"1889","290440",20061,9794,10267,0,3770,3374,2650,4085,3581,2601,0,0,0
"1890","290450",31187,15449,15738,0,5900,5150,4399,6221,5447,4070,0,0,0
"1891","290460",167758,87767,79991,0,34501,32003,21263,32487,29453,18051,0,0,0
"1892","290470",30253,15988,14265,0,6968,5826,3194,6648,5233,2384,0,0,0
"1893","290475",43693,21268,22425,0,9157,7842,4269,10139,8299,3987,0,0,0
"1894","290480",14278,7370,6908,0,3011,2652,1707,3018,2525,1365,0,0,0
"1895","290485",38402,20737,17665,0,8036,7377,5324,7531,6575,3559,0,0,0
"1896","290490",71128,37524,33603,1,14389,13106,10029,13735,12101,7767,0,1,0
"1897","290500",57821,30171,27650,0,11639,10655,7877,11215,10021,6414,0,0,0
"1898","290510",22359,11882,10477,0,4827,4275,2780,4625,3849,2003,0,0,0
"1899","290515",21287,10781,10506,0,4545,3685,2551,4539,3625,2342,0,0,0
"1900","290520",123260,63954,59306,0,25435,23616,14903,24694,22055,12557,0,0,0
"1901","290530",37659,19779,17880,0,8178,7236,4365,7889,6635,3356,0,0,0
"1902","290540",24570,13190,11378,2,5704,4930,2556,5269,4309,1800,1,1,0
"1903","290550",23719,12791,10928,0,5245,4716,2830,4879,4109,1940,0,0,0
"1904","290560",43202,22621,20581,0,10162,8344,4115,9866,7526,3189,0,0,0
"1905","290570",630901,337898,293001,2,139219,118855,79824,126836,103136,63029,2,0,0
"1906","290580",59945,31509,28436,0,14751,11881,4877,14151,10441,3844,0,0,0
"1907","290590",58407,29443,28964,0,13583,10786,5074,13907,10570,4487,0,0,0
"1908","290600",97897,51530,46367,0,30614,16143,4772,28141,14301,3925,0,0,0
"1909","290610",19643,9739,9904,0,4058,3569,2112,4236,3662,2006,0,0,0
"1910","290620",51546,26525,25021,0,10567,9279,6679,10544,8875,5602,0,0,0
"1911","290630",36209,19170,17039,0,10537,7053,1580,9658,6115,1266,0,0,0
"1912","290640",19558,10141,9417,0,4226,3695,2220,4157,3457,1803,0,0,0
"1913","290650",168101,90240,77855,6,36207,31007,23026,32570,27194,18091,3,3,0
"1914","290660",32196,16476,15720,0,6159,5882,4435,6035,5703,3982,0,0,0
"1915","290670",51150,26751,24399,0,10809,9407,6535,10356,8692,5351,0,0,0
"1916","290680",78131,40533,37598,0,17013,14602,8918,16701,13807,7090,0,0,0
"1917","290682",36552,18688,17864,0,7209,6668,4811,7317,6542,4005,0,0,0
"1918","290685",24625,12894,11731,0,5141,4497,3256,4930,4119,2682,0,0,0
"1919","290687",61964,33591,28373,0,15458,12161,5971,13698,10239,4436,0,0,0
"1920","290689",21264,10862,10402,0,4352,3858,2652,4346,3741,2315,0,0,0
"1921","290690",41857,22000,19857,0,9719,7955,4326,9250,7191,3416,0,0,0
"1922","290700",21662,11319,10343,0,4548,4121,2650,4479,3862,2002,0,0,0
"1923","290710",65106,32887,32217,2,12973,11946,7968,13477,11976,6764,1,1,0
"1924","290720",143425,73135,70290,0,30336,26241,16558,30661,25262,14367,0,0,0
"1925","290730",56903,30519,26384,0,12261,10812,7446,11234,9451,5699,0,0,0
"1926","290740",9928,4872,5056,0,1749,1699,1424,1880,1831,1345,0,0,0
"1927","290750",130041,68783,61256,2,26714,24728,17341,24815,22157,14284,0,1,1
"1928","290755",21796,10863,10933,0,3921,3812,3130,4114,3915,2904,0,0,0
"1929","290760",34209,17297,16912,0,6545,6245,4507,6830,6235,3847,0,0,0
"1930","290770",19941,10228,9713,0,4246,3694,2288,4242,3553,1918,0,0,0
"1931","290780",61866,33164,28700,2,13601,11924,7639,12412,10482,5806,0,1,1
"1932","290790",35674,19510,16164,0,8626,7095,3789,7595,5868,2701,0,0,0
"1933","290800",42517,22565,19949,3,9340,8056,5169,8886,7140,3923,0,1,2
"1934","290810",38871,19513,19358,0,8044,7319,4150,8305,7311,3742,0,0,0
"1935","290820",45916,24934,20982,0,9720,8902,6312,8847,7697,4438,0,0,0
"1936","290830",39930,21887,18042,1,7898,7407,6582,7006,6405,4631,1,0,0
"1937","290840",125952,69186,56766,0,29573,25410,14203,26077,21097,9592,0,0,0
"1938","290850",77466,42768,34698,0,18316,15610,8842,15863,12692,6143,0,0,0
"1939","290860",46957,24977,21980,0,10823,9086,5068,10366,7886,3728,0,0,0
"1940","290870",47907,24524,23383,0,9125,8590,6809,9054,8307,6022,0,0,0
"1941","290880",10499,5278,5221,0,2166,1971,1141,2211,1973,1037,0,0,0
"1942","290890",49069,26711,22358,0,10747,9499,6465,9716,8176,4466,0,0,0
"1943","290900",20737,10816,9921,0,4027,3795,2994,3920,3541,2460,0,0,0
"1944","290910",31073,15673,15400,0,6324,5683,3666,6529,5713,3158,0,0,0
"1945","290920",21553,10844,10709,0,5485,3905,1454,5513,3893,1303,0,0,0
"1946","290930",60039,30336,29703,0,12358,11301,6677,12825,11272,5606,0,0,0
"1947","290940",27710,13777,13933,0,5669,4955,3153,6070,5069,2794,0,0,0
"1948","290950",11380,6100,5280,0,2887,1880,1333,2622,1726,932,0,0,0
"1949","290960",23637,12280,11357,0,7230,3391,1659,6992,3142,1223,0,0,0
"1950","290970",30863,15478,15385,0,6545,5686,3247,6854,5775,2756,0,0,0
"1951","290980",106656,59220,47436,0,27231,23130,8859,23032,18403,6001,0,0,0
"1952","290990",66926,34297,32629,0,13823,12019,8455,13985,11519,7125,0,0,0
"1953","291000",22460,11438,11022,0,4806,4063,2569,5029,3981,2012,0,0,0
"1954","291005",179416,94276,85139,1,38708,33479,22089,36224,30342,18572,0,1,0
"1955","291010",32964,16413,16551,0,5757,5542,5114,6100,5722,4729,0,0,0
"1956","291020",9838,5433,4405,0,2118,1919,1396,1900,1608,897,0,0,0
"1957","291030",16737,9140,7597,0,3527,3243,2370,3167,2791,1639,0,0,0
"1958","291040",39151,20374,18777,0,8360,7460,4554,8079,6965,3733,0,0,0
"1959","291050",83788,44202,39586,0,18204,16068,9930,17364,14487,7735,0,0,0
"1960","291060",66568,36110,30458,0,14800,12985,8325,13486,11068,5904,0,0,0
"1961","291070",156583,80837,75746,0,30351,28387,22099,29928,27117,18701,0,0,0
"1962","291072",215019,113346,101673,0,52545,43003,17798,48811,38102,14760,0,0,0
"1963","291075",42338,22493,19845,0,8731,8046,5716,8169,7190,4486,0,0,0
"1964","291077",12539,6135,6404,0,2447,2206,1482,2633,2350,1421,0,0,0
"1965","291080",1091815,608881,482934,0,259049,213445,136386,216963,169756,96214,0,0,0
"1966","291085",36080,19212,16868,0,8078,7283,3851,7482,6382,3003,0,0,0
"1967","291090",7580,3929,3651,0,1572,1473,884,1557,1334,760,0,0,0
"1968","291100",18446,9443,9003,0,4059,3535,1849,4088,3339,1576,0,0,0
"1969","291110",53025,26803,26222,0,10997,9766,6040,11492,9811,4919,0,0,0
"1970","291120",54139,29260,24879,0,13437,10825,4998,12011,9124,3744,0,0,0
"1971","291125",10912,5549,5363,0,2137,1978,1434,2175,1937,1251,0,0,0
"1972","291130",28012,14157,13855,0,5156,4718,4283,5237,4707,3911,0,0,0
"1973","291140",37065,19279,17786,0,7688,6848,4743,7431,6422,3933,0,0,0
"1974","291150",12394,6501,5893,0,2680,2267,1554,2726,2099,1068,0,0,0
"1975","291160",51658,28173,23485,0,11199,9908,7066,10055,8577,4853,0,0,0
"1976","291165",21379,10954,10425,0,4107,3893,2954,4099,3794,2532,0,0,0
"1977","291170",216491,114531,101960,0,43322,39147,32062,40642,35776,25542,0,0,0
"1978","291180",24926,12524,12402,0,6231,5044,1249,6446,4830,1126,0,0,0
"1979","291185",34121,17625,16496,0,7356,5974,4295,7195,5696,3605,0,0,0
"1980","291190",50753,26580,24171,2,11600,9816,5164,11102,8965,4104,2,0,0
"1981","291200",24521,12536,11985,0,5145,4714,2677,5119,4559,2307,0,0,0
"1982","291210",46398,24699,21699,0,10434,9183,5082,9843,8126,3730,0,0,0
"1983","291220",37504,19560,17944,0,7977,7134,4449,7764,6647,3533,0,0,0
"1984","291230",36821,19325,17496,0,8834,6545,3946,8428,5998,3070,0,0,0
"1985","291240",40102,20085,20017,0,7634,7041,5410,7849,7100,5068,0,0,0
"1986","291250",34633,17883,16750,0,7140,6538,4205,7140,6223,3387,0,0,0
"1987","291260",8666,4352,4314,0,2091,1516,745,2133,1522,659,0,0,0
"1988","291270",35159,18323,16836,0,7983,6927,3413,8114,6358,2364,0,0,0
"1989","291280",16810,8712,8098,0,3717,3114,1881,3604,2901,1593,0,0,0
"1990","291290",41254,21954,19300,0,9463,8153,4338,8876,7166,3258,0,0,0
"1991","291300",34825,18103,16722,0,6543,6237,5323,6403,5870,4449,0,0,0
"1992","291310",38970,19847,19123,0,7923,6832,5092,8053,6744,4326,0,0,0
"1993","291320",57336,29878,27458,0,12664,10369,6845,12442,9803,5213,0,0,0
"1994","291330",13262,7044,6218,0,2836,2598,1610,2614,2288,1316,0,0,0
"1995","291340",35355,18145,17210,0,7141,6667,4337,6989,6410,3811,0,0,0
"1996","291345",23530,12114,11416,0,5204,4476,2434,5248,4237,1931,0,0,0
"1997","291350",32450,16641,15807,2,8183,6627,1831,7957,6226,1624,1,1,0
"1998","291360",307275,166338,140936,1,74836,63688,27814,65875,53818,21242,1,0,0
"1999","291370",60026,32438,27587,1,13936,11839,6663,12498,10169,4920,1,0,0
"2000","291380",26969,14646,12323,0,6206,5414,3026,5625,4540,2158,0,0,0
"2001","291390",86395,45826,40569,0,19899,17186,8741,18383,15055,7131,0,0,0
"2002","291400",100819,54483,46336,0,23883,19259,11341,21660,16672,8004,0,0,0
"2003","291410",26305,13255,13050,0,5156,4723,3376,5329,4787,2934,0,0,0
"2004","291420",11610,5952,5658,0,2846,1953,1153,2811,1923,924,0,0,0
"2005","291430",21460,10920,10537,3,4643,3969,2308,4719,3865,1953,1,1,1
"2006","291440",56854,29976,26878,0,11589,10765,7622,10877,9738,6263,0,0,0
"2007","291450",60520,32879,27641,0,13244,11556,8079,11983,10080,5578,0,0,0
"2008","291460",186313,99658,86655,0,38774,34520,26364,35639,30755,20260,0,0,0
"2009","291465",52978,27273,25705,0,12511,9971,4791,12432,9385,3888,0,0,0
"2010","291470",116883,63773,53110,0,28142,24052,11579,25012,19980,8118,0,0,0
"2011","291480",434035,238180,195855,0,98518,85780,53882,86147,70994,38714,0,0,0
"2012","291490",39667,21185,18482,0,9739,7878,3568,8997,6712,2773,0,0,0
"2013","291500",24548,12527,12021,0,5686,4740,2101,5755,4559,1707,0,0,0
"2014","291510",29866,15501,14365,0,6353,5707,3441,6275,5327,2763,0,0,0
"2015","291520",30167,15310,14857,0,6562,5506,3242,6713,5396,2748,0,0,0
"2016","291530",13017,6737,6280,0,2783,2453,1501,2759,2299,1222,0,0,0
"2017","291535",22485,11109,11376,0,4668,4225,2216,5044,4332,2000,0,0,0
"2018","291540",9312,5045,4267,0,2254,1803,988,2074,1531,662,0,0,0
"2019","291550",41334,21505,19829,0,9448,7632,4425,9224,7034,3571,0,0,0
"2020","291560",89357,46545,42812,0,20533,16983,9029,20003,15723,7086,0,0,0
"2021","291570",12796,6663,6133,0,3007,2594,1062,2949,2333,851,0,0,0
"2022","291580",47127,24805,22322,0,9836,8934,6035,9546,8102,4674,0,0,0
"2023","291590",16086,8278,7808,0,3311,3114,1853,3294,2980,1534,0,0,0
"2024","291600",37116,18913,18203,0,7828,6876,4209,7918,6655,3630,0,0,0
"2025","291610",37755,20658,17097,0,9285,7132,4241,8163,5927,3007,0,0,0
"2026","291620",19733,10376,9357,0,4678,3839,1859,4505,3364,1488,0,0,0
"2027","291630",20299,10409,9890,0,4201,3590,2618,4236,3471,2183,0,0,0
"2028","291640",119483,64864,54619,0,27767,23631,13466,24727,19937,9955,0,0,0
"2029","291650",60296,31695,28601,0,13697,11719,6279,13052,10592,4957,0,0,0
"2030","291660",15107,7726,7381,0,3302,2735,1689,3337,2621,1423,0,0,0
"2031","291670",15036,7873,7163,0,3450,2848,1575,3367,2606,1190,0,0,0
"2032","291680",28914,15051,13863,0,6700,5693,2658,6591,5217,2055,0,0,0
"2033","291685",30564,16689,13875,0,7072,6304,3313,6399,5312,2164,0,0,0
"2034","291690",26217,13728,12489,0,5443,4852,3433,5249,4529,2711,0,0,0
"2035","291700",67026,35619,31407,0,15084,13314,7221,14252,11778,5377,0,0,0
"2036","291710",35612,18948,16664,0,8211,6979,3758,7647,6155,2862,0,0,0
"2037","291720",41139,21087,20052,0,8568,7577,4942,8512,7274,4266,0,0,0
"2038","291730",44450,23330,21120,0,10414,8566,4350,10043,7790,3287,0,0,0
"2039","291733",23122,11708,11414,0,4679,4201,2828,4878,4205,2331,0,0,0
"2040","291735",22347,11116,11231,0,4345,4039,2732,4611,4140,2480,0,0,0
"2041","291740",36126,18027,18099,0,6830,6211,4986,7103,6361,4635,0,0,0
"2042","291750",178842,96608,82234,0,39669,34823,22116,35661,29699,16874,0,0,0
"2043","291760",89475,48293,41182,0,21691,17939,8663,19825,15362,5995,0,0,0
"2044","291770",78016,39662,38353,1,16010,13111,10541,16160,12851,9342,0,0,1
"2045","291780",27282,14097,13185,0,6327,5137,2633,6282,4784,2119,0,0,0
"2046","291790",14805,7910,6895,0,3508,2953,1449,3263,2550,1082,0,0,0
"2047","291800",330545,176513,154031,1,73843,63471,39199,68205,55801,30025,0,0,1
"2048","291810",78755,41529,37226,0,16564,15059,9906,15782,13670,7774,0,0,0
"2049","291820",34397,17700,16697,0,6783,6203,4714,6727,5907,4063,0,0,0
"2050","291830",29251,15521,13730,0,6723,5484,3314,6421,4903,2406,0,0,0
"2051","291835",52488,27541,24947,0,11531,10170,5840,10994,9319,4634,0,0,0
"2052","291840",330460,179630,150830,0,88785,59557,31287,77563,49707,23560,0,0,0
"2053","291845",13352,6515,6837,0,2935,2318,1262,3253,2442,1142,0,0,0
"2054","291850",39019,19486,19533,0,7276,6673,5537,7693,6812,5028,0,0,0
"2055","291855",12661,6463,6198,0,2898,2217,1348,2959,2123,1116,0,0,0
"2056","291860",21580,11078,10502,0,3867,3568,3643,3732,3467,3303,0,0,0
"2057","291870",7955,4075,3880,0,1673,1497,905,1663,1433,784,0,0,0
"2058","291875",28469,14111,14358,0,5899,5305,2907,6257,5398,2703,0,0,0
"2059","291880",33582,17626,15956,0,9438,7035,1153,8976,6095,885,0,0,0
"2060","291890",9190,4904,4286,0,1999,1719,1186,1872,1508,906,0,0,0
"2061","291900",9275,4826,4449,0,1963,1799,1064,1911,1705,833,0,0,0
"2062","291905",17451,8983,8468,0,3718,3257,2008,3686,3200,1582,0,0,0
"2063","291910",14805,7908,6897,0,3462,3001,1445,3174,2675,1048,0,0,0
"2064","291915",61540,31628,29912,0,12725,11477,7426,12571,11031,6310,0,0,0
"2065","291920",469336,258014,211314,8,109985,90375,57654,94785,74234,42295,4,3,1
"2066","291930",22216,11759,10457,0,4863,4356,2540,4572,3941,1944,0,0,0
"2067","291940",27808,13809,13999,0,5613,5091,3105,5844,5192,2963,0,0,0
"2068","291950",115327,58671,56656,0,21451,20362,16858,21334,19894,15428,0,0,0
"2069","291955",150794,80704,70090,0,36879,31219,12606,33334,26755,10001,0,0,0
"2070","291960",25605,13691,11914,0,5702,4997,2992,5404,4442,2068,0,0,0
"2071","291970",34466,17983,16483,0,7590,6680,3713,7477,6066,2940,0,0,0
"2072","291980",91438,46729,44706,3,18071,15733,12925,18066,15342,11298,1,1,1
"2073","291990",16519,8643,7876,0,3418,3074,2151,3307,2847,1722,0,0,0
"2074","291992",46118,24266,21852,0,9618,8051,6597,9044,7363,5445,0,0,0
"2075","291995",19837,10229,9608,0,3748,3583,2898,3680,3415,2513,0,0,0
"2076","292000",9989,5319,4670,0,2802,1675,842,2538,1517,615,0,0,0
"2077","292010",44269,23331,20938,0,8543,8035,6753,8175,7449,5314,0,0,0
"2078","292020",29485,14767,14718,0,6755,5582,2430,7106,5508,2104,0,0,0
"2079","292030",19688,10050,9638,0,4039,3743,2268,4082,3644,1912,0,0,0
"2080","292040",32278,16593,15685,0,6849,6036,3708,6869,5809,3007,0,0,0
"2081","292045",19974,9770,10204,0,3987,3719,2064,4495,3925,1784,0,0,0
"2082","292050",61663,32516,29146,1,12631,11516,8369,11948,10524,6674,0,0,1
"2083","292060",84744,44389,40355,0,17702,15856,10831,17311,14804,8240,0,0,0
"2084","292070",30848,15981,14867,0,6940,5928,3113,6832,5518,2517,0,0,0
"2085","292080",21057,10722,10335,0,4260,3937,2525,4441,3781,2113,0,0,0
"2086","292090",21652,10909,10743,0,4945,4001,1963,5146,3947,1650,0,0,0
"2087","292100",104368,56664,47704,0,22657,19378,14629,20376,16538,10790,0,0,0
"2088","292105",27998,14302,13696,0,5159,4868,4275,5140,4777,3779,0,0,0
"2089","292110",45045,23150,21895,0,9768,8256,5126,9812,7825,4258,0,0,0
"2090","292120",63554,33090,30464,0,12791,11683,8616,12546,10966,6952,0,0,0
"2091","292130",21355,11374,9981,0,5158,4060,2156,4822,3606,1553,0,0,0
"2092","292140",30376,15920,14456,0,6184,5580,4156,6039,5172,3245,0,0,0
"2093","292145",22262,11050,11212,0,4190,3862,2998,4416,4015,2781,0,0,0
"2094","292150",79132,40497,38635,0,20752,13861,5884,20499,13412,4724,0,0,0
"2095","292160",20439,10517,9922,0,3977,3502,3038,4002,3350,2570,0,0,0
"2096","292170",73440,37984,35456,0,15447,13579,8958,15342,12834,7280,0,0,0
"2097","292180",30830,15936,14894,0,5951,5644,4341,5844,5424,3626,0,0,0
"2098","292190",24368,12642,11726,0,4940,4548,3154,4741,4266,2719,0,0,0
"2099","292200",57149,29846,27303,0,15284,10734,3828,14477,9670,3156,0,0,0
"2100","292205",30790,16260,14530,0,6349,5942,3969,6016,5413,3101,0,0,0
"2101","292210",39768,20613,19155,0,8309,7459,4845,8370,7137,3648,0,0,0
"2102","292220",21177,11183,9994,0,4817,3599,2767,4607,3263,2124,0,0,0
"2103","292225",20933,10241,10692,0,4329,3850,2062,4772,4069,1851,0,0,0
"2104","292230",60779,33283,27495,1,13483,12102,7698,11823,10083,5589,0,0,1
"2105","292240",49333,26303,23030,0,10604,9528,6171,10011,8506,4513,0,0,0
"2106","292250",53150,28403,24747,0,11792,10014,6597,10895,8831,5021,0,0,0
"2107","292260",19245,10018,9227,0,4639,3542,1837,4540,3277,1410,0,0,0
"2108","292265",28788,14614,14174,0,5955,5169,3490,6131,5124,2919,0,0,0
"2109","292270",30696,15682,15014,0,6505,5439,3738,6685,5301,3028,0,0,0
"2110","292273",18536,9845,8691,0,3955,3568,2322,3656,3220,1815,0,0,0
"2111","292275",16258,8179,8079,0,3501,3028,1650,3691,3035,1353,0,0,0
"2112","292280",15215,7889,7326,0,3200,2761,1928,3168,2646,1512,0,0,0
"2113","292285",13418,6777,6641,0,3293,2665,819,3373,2586,682,0,0,0
"2114","292290",53216,27460,25756,0,11696,9795,5969,11565,9417,4774,0,0,0
"2115","292300",53149,27286,25862,1,13358,9126,4802,13170,8655,4037,1,0,0
"2116","292303",28530,14310,14220,0,5307,4923,4080,5499,4905,3816,0,0,0
"2117","292305",21218,10813,10405,0,4379,3888,2546,4399,3787,2219,0,0,0
"2118","292310",46833,24795,22038,0,10797,9280,4718,10284,8274,3480,0,0,0
"2119","292320",54408,27424,26984,0,10416,9459,7549,10817,9509,6658,0,0,0
"2120","292330",19641,10288,9353,0,4193,3587,2508,4013,3308,2032,0,0,0
"2121","292335",27654,14633,13021,0,6997,4978,2658,6510,4442,2069,0,0,0
"2122","292340",48254,24411,23843,0,9532,8750,6129,9797,8729,5317,0,0,0
"2123","292350",24352,12861,11491,0,5712,4392,2757,5327,4015,2149,0,0,0
